MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
385744,Cecília Poliana de Salgado Mourão Ehião,0,0,0,0,6.4,6.3,5.4,,0.0,3,0,4,EXATAS
928499,Alex Gomes,3,1,1,1,0.0,0.0,0.0,,,0,3,5,DIFICULDADE
962519,Jason Bartolomeu Hibe,0,0,0,0,6.8,7.3,7.5,6.4,1.0,5,2,3,HUMANAS
210364,Valéria Sabrina de Mello dos Santos,0,0,0,0,6.5,6.6,7.2,4.6,0.0,8,5,3,HUMANAS
774387,Cíntia Lisa Denpe de Barbosa,0,0,0,0,5.3,5.6,5.9,5.3,1.0,7,4,3,EXATAS
410755,Cícera de Pinheiro,0,0,0,0,6.8,7.3,7.6,6.2,,5,4,3,HUMANAS
224625,Wilson Estevão Piosman,0,0,0,0,6.4,6.6,5.6,6.5,1.0,4,2,6,EXATAS
872891,Paulo Simão Brurnprivic,0,0,0,0,5.1,4.1,5.1,4.4,1.0,9,5,3,DIFICULDADE
850815,Amanda Marta Vrimacier de Trindade Bomi,1,1,1,3,0.0,0.0,0.0,0.0,1.0,1,2,4,DIFICULDADE
814504,Miguel de Leite Eome,0,0,0,0,7.3,7.6,8.3,,0.0,21,7,1,EXCELENTE
324186,Luzimara de Pascoal Vemeov Borba,0,0,0,0,6.0,6.7,7.0,,1.0,3,3,4,HUMANAS
183329,Jairo Ayrton de Alvim Oioan,0,0,0,0,5.9,6.0,5.1,5.9,1.0,2,2,6,DIFICULDADE
907106,Mônica de Iglesias,0,0,0,0,6.0,6.1,5.7,5.3,1.0,5,3,2,EXATAS
196003,Paulo Vitor de Leão dos Santos,0,0,0,0,7.7,7.9,9.6,7.6,1.0,12,6,2,EXCELENTE
261006,Renata Milani,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFICULDADE
928462,Lilian Barroso,0,0,0,0,6.8,6.2,5.6,4.8,1.0,2,1,5,EXATAS
294220,Clarice Valquíria Oiuov,0,0,0,0,5.6,5.4,6.0,4.5,,4,6,4,DIFICULDADE
337663,Juliana Zukeo,0,0,0,0,6.3,5.2,5.4,5.4,1.0,5,5,4,DIFICULDADE
928277,Cleuza Mikaella Losesvoão,0,0,0,0,6.6,7.5,5.0,5.7,1.0,8,5,3,EXATAS
692901,Simão Dário Nipoba da Silva Prates Júnior,0,0,0,0,6.3,6.5,6.7,4.6,1.0,4,2,4,HUMANAS
587606,Cícera Luciana de Souza,0,0,0,0,5.9,5.8,8.1,5.7,0.0,2,5,3,HUMANAS
582969,Valter Helder Ifunlarn de Santo Antônio Daoson Júnior,0,0,0,0,5.7,5.8,5.4,5.4,1.0,3,6,3,EXATAS
503750,Gislaine Pinhão,0,0,0,0,6.2,6.0,5.1,5.6,0.0,2,0,4,EXATAS
647664,Joel Cairnbrudoman Neto,0,0,0,0,6.5,7.0,7.1,5.7,1.0,4,5,3,HUMANAS
100058,Valeska Tânia de Souza Valente,0,0,0,0,6.4,6.7,6.0,,0.0,4,6,6,EXATAS
386891,Zilda Luzimara Odra Pesem,0,0,0,0,5.1,4.4,6.4,5.8,1.0,4,5,3,DIFICULDADE
820270,Batista José Tategete,0,0,0,0,5.6,5.8,4.9,4.7,1.0,0,3,6,EXATAS
362155,Danielle Quijan de Souza,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
608087,Francisco Inácio de Barbosa,1,1,1,1,0.0,0.0,0.0,0.0,,5,4,6,DIFICULDADE
307776,Chico Luigi da Silva de Barbosa,0,0,0,0,5.8,5.3,4.5,5.2,1.0,2,2,6,EXATAS
633534,Suzana do Vale dos Santos de Paranhos,0,0,3,1,5.5,5.8,0.0,,0.0,2,0,3,DIFICULDADE
899175,Yolanda Elizabete de Godoy,0,0,0,0,5.5,5.5,5.5,4.4,0.0,3,5,3,DIFICULDADE
259844,Thaíssa de Pereira,0,0,0,0,7.1,7.2,6.4,7.1,0.0,13,4,2,EXATAS
835991,Léia Janete de Oliveira dos Santos,0,0,0,0,6.0,4.3,4.6,5.1,1.0,3,2,6,EXATAS
415093,Zuleide Bella de Vasconcelos,0,0,0,0,6.4,6.8,7.7,5.6,1.0,4,3,3,HUMANAS
829051,Catarina de Magalhães Naves,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,0,4,DIFICULDADE
582835,Paulínia Narude da Silva,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
102037,Marta Tainá de Oliveira Gusurruda,1,1,1,1,0.0,0.0,0.0,,0.0,3,5,6,DIFICULDADE
227352,Alberto Fuzopa,0,0,0,0,7.0,5.8,6.4,6.5,0.0,5,1,5,EXATAS
381111,Damares Sâmia de Uchôa,0,0,0,0,7.0,6.7,6.2,6.1,1.0,2,5,4,EXATAS
620890,Alan Arthur de Holanda Neto,0,0,0,0,6.1,5.6,5.7,5.4,1.0,13,4,5,EXATAS
722391,Maria Melissa da Luz Pikishi,1,1,1,1,0.0,0.0,0.0,,1.0,5,3,3,DIFICULDADE
343893,Sandra Herrera de Arantes,1,3,1,1,0.0,0.0,0.0,0.0,0.0,0,0,5,DIFICULDADE
131893,Marcela Gabrielle de Iglesias,0,0,0,0,6.1,5.5,5.8,5.1,0.0,9,5,3,EXATAS
373024,Francielle Moneman,0,0,0,0,6.1,6.1,5.3,5.7,1.0,3,5,3,MUITO_BOM
768404,Marlon Leo de Assis,0,0,0,0,5.7,5.8,5.2,,1.0,3,1,5,DIFICULDADE
378885,Omar Rornlele,0,0,0,0,6.2,6.3,5.4,6.4,0.0,3,1,7,EXATAS
706076,Vânia de Camargo Ecroão Fortes,0,0,1,1,0.0,0.0,0.0,0.0,1.0,3,5,6,DIFICULDADE
943147,Larissa Azniloglozer,0,0,0,0,7.2,7.3,8.2,6.9,0.0,12,5,3,EXCELENTE
480734,Jorge Uribe Efla,0,0,0,0,7.2,7.0,6.2,,0.0,12,5,2,EXATAS
892017,Cármen Olívia da Silva,0,0,0,0,6.5,5.3,5.1,4.9,1.0,7,2,6,DIFICULDADE
565517,Inácio Jesus da Mata Geslis,0,0,0,0,6.5,6.5,6.1,5.6,1.0,4,0,3,EXATAS
173080,Jaziel Castelo,0,0,0,0,5.4,6.5,5.7,5.2,1.0,3,2,5,EXATAS
481621,Gabriel de Parreira Chikifu,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,4,4,DIFICULDADE
446780,Olímpia Leni Zekukepi de Angola,1,1,1,1,0.0,0.0,0.0,0.0,0.0,13,0,1,DIFICULDADE
323013,Diana de Souza,3,1,1,3,0.0,0.0,0.0,,1.0,4,3,3,DIFICULDADE
867777,Oliver Túlio Prates,0,0,0,0,7.3,6.6,6.1,,1.0,7,3,3,EXATAS
546951,Avelino de Abreu Freire Agi,0,0,0,0,7.3,6.7,7.2,6.2,1.0,2,0,3,HUMANAS
367744,Wanda Maulevic,0,0,1,1,6.0,6.0,0.0,0.0,0.0,5,0,6,DIFICULDADE
514603,Tábata Ivone Marques,1,3,3,1,0.0,0.0,0.0,,1.0,2,1,7,DIFICULDADE
867555,Eliomar Denise de Andrade,1,1,3,1,0.0,0.0,0.0,0.0,0.0,3,4,4,DIFICULDADE
229736,Márcio Orlando Banhos,1,1,1,1,0.0,0.0,0.0,0.0,0.0,9,5,1,DIFICULDADE
285426,Lucas Jesus de Alvim,0,0,0,0,8.3,8.1,9.2,8.1,1.0,15,5,2,EXCELENTE
872949,Emanoel de Moreira,0,0,0,0,6.4,6.8,7.8,5.8,,4,2,6,HUMANAS
409879,Rogério Jonathan Jisboman Klein,0,0,0,0,6.8,6.6,5.2,6.6,1.0,3,2,6,EXATAS
575727,Cecília Pimenta de Paiva,0,0,0,0,7.9,8.0,5.3,7.2,0.0,1,5,3,EXATAS
442076,Charlene da Gama Osa,0,0,0,0,6.3,6.1,5.8,6.5,,3,3,3,EXATAS
428145,Osvaldo Aldo de Malta do Paraná,0,0,0,0,4.6,4.4,5.1,5.3,,4,5,4,DIFICULDADE
473538,Jânio Táles Omfralão,0,0,0,0,6.6,6.1,6.0,5.1,1.0,12,2,8,EXATAS
489021,Moisés de Oliveira Anain Júnior,0,0,0,0,5.4,5.7,4.9,5.1,,2,3,6,DIFICULDADE
337226,Maria Monique da Silva,0,0,0,0,5.5,5.0,5.0,5.1,1.0,3,3,6,EXATAS
591274,Flaviana Tovofavic Seixas,0,0,0,0,5.7,6.3,6.1,,,8,5,3,EXATAS
278533,Nayara Beatriz Mayn Dawonume,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,5,5,DIFICULDADE
510682,Léia Bezuson Sazo de Cardoso,0,0,0,0,7.2,7.2,7.8,6.9,1.0,7,7,3,EXCELENTE
683172,Anne Kiara Jiso,0,0,0,0,5.2,5.5,6.2,4.7,1.0,5,2,3,EXATAS
866828,Maíra de Alves Rodo,0,0,0,0,6.8,6.0,5.4,6.0,0.0,4,5,5,EXATAS
525132,Igor de Souza Gressyer Barroso Júnior,0,0,0,0,6.8,5.4,7.8,6.3,,5,2,5,HUMANAS
644887,Ismael da Lira de Miranda,0,0,0,0,7.4,7.3,8.5,7.1,0.0,3,6,3,MUITO_BOM
954716,Nicolas Lúcio de Alcântara,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,5,5,DIFICULDADE
598623,Wendy Bruna da Silva,3,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2,5,DIFICULDADE
858430,Ana Cláudia da Rocha,0,0,0,0,6.8,6.9,7.1,5.5,1.0,5,4,5,HUMANAS
516725,Décio de Souza da Silva Júnior,0,0,0,0,4.9,6.1,5.9,4.6,1.0,12,3,5,DIFICULDADE
826005,Soraya da Silva,1,1,1,1,0.0,0.0,0.0,,1.0,4,4,5,DIFICULDADE
788822,Rafaela Yago,0,0,0,0,6.7,6.8,6.7,5.9,,9,4,2,HUMANAS
479141,Mike Emompos Miso,0,0,0,0,6.7,6.4,5.1,4.7,1.0,4,1,6,EXATAS
552542,José dos Pinhais,0,0,0,0,7.2,6.9,6.4,5.6,1.0,4,2,6,EXATAS
746481,Evelyn de Angola,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,4,3,DIFICULDADE
760348,Décio de França Proiz Júnior,1,1,1,1,0.0,0.0,0.0,0.0,,16,0,6,DIFICULDADE
579034,Antônio Guerra,0,0,0,0,6.1,5.7,4.8,5.4,0.0,9,2,6,EXATAS
718892,Laura Gilmara Maciel de Barbosa,0,0,0,0,7.3,7.4,7.2,7.5,,15,6,5,MUITO_BOM
450917,Tiago Jardel Ozfroataz de Holanda da Silva,0,0,0,0,6.2,4.8,5.8,5.5,,5,4,4,DIFICULDADE
885701,Ronaldo de Lemes,3,1,1,3,0.0,0.0,0.0,0.0,1.0,5,3,5,DIFICULDADE
265477,Gilberto Charles dos Santos,0,0,0,0,6.7,6.1,6.4,6.3,1.0,3,4,6,EXATAS
164717,Laila Daniela de Borges Useman,0,0,0,0,6.0,5.4,5.5,,1.0,3,4,2,DIFICULDADE
487973,Ayrton de Sá Marques Milani,0,0,0,0,4.7,4.3,5.6,4.3,0.0,6,5,2,EXATAS
106845,Aurélio Leandro Naves,0,0,0,0,6.7,6.3,5.7,5.2,,3,2,1,EXATAS
735498,Poliana Zenaide Puuwado Barroso,0,0,0,0,6.0,4.7,5.9,5.3,1.0,4,2,6,EXATAS
625414,Jason Preto Choltyson,0,0,0,0,6.4,6.9,6.5,6.5,0.0,5,4,3,EXATAS
361288,Quico Rodrigo de Osório,0,0,0,0,6.1,4.6,4.7,4.6,,2,2,5,DIFICULDADE
718686,Caroline Verônica de Alvim Frias,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,4,3,DIFICULDADE
295922,Otávio Camilo Sohon,0,0,0,0,6.9,6.1,6.2,5.8,1.0,11,2,2,EXATAS
197131,Celina Selena Zeshia,0,0,0,0,4.8,5.6,5.8,6.3,,2,4,3,DIFICULDADE
877947,Denis de Holanda,0,0,0,0,6.7,6.6,5.3,6.1,1.0,3,0,8,EXATAS
175775,Marina Pires Ijol,0,0,0,0,6.4,5.6,5.3,6.3,1.0,2,0,6,EXATAS
932088,Mateus Oliver Ezne,0,0,0,0,7.4,8.0,9.1,7.6,0.0,12,7,1,MUITO_BOM
716202,Célia Ruosais Asmocloe,0,0,0,0,7.0,6.3,5.1,5.8,,4,2,4,EXATAS
525408,Laerte Olavo de Tozetto dos Santos Croveson,0,0,0,0,6.8,6.7,7.0,5.9,,3,4,3,HUMANAS
557547,Célia Bárbara Kutoru de Sá Arnimaovic,0,0,0,0,6.4,6.7,6.0,5.5,0.0,5,5,3,EXATAS
715704,Manuel Armando de Souza do Piauí,0,0,0,0,6.0,5.1,5.1,5.2,,2,2,3,DIFICULDADE
744842,Ingrid Yasmin Werner de Souza,0,0,0,0,6.1,4.6,5.1,4.8,1.0,5,0,8,DIFICULDADE
177097,Fabiano da Gama de Fonseca,0,0,0,0,6.3,6.0,4.7,5.8,0.0,2,2,6,EXATAS
186680,Ingrid Ariel Odizason,0,0,0,0,7.0,7.1,4.7,5.4,1.0,0,4,2,EXATAS
681234,Amélia Fernanda Senune,0,0,0,0,6.0,6.0,5.7,5.3,1.0,4,0,8,EXATAS
238782,Fabiano Sérgio Ouni Wuedraman,1,1,1,3,0.0,0.0,0.0,0.0,1.0,15,3,5,DIFICULDADE
881494,Mara Maria Nefuzoko,1,1,1,1,0.0,0.0,0.0,0.0,,3,1,7,DIFICULDADE
899680,Larissa Onbanman,0,0,0,0,6.4,5.9,4.7,6.0,1.0,4,2,2,EXATAS
542213,Hildebrando Susaya Neto,0,0,0,0,5.7,5.0,4.8,4.2,,5,0,3,DIFICULDADE
807073,Michele Cecília de Pereira,0,0,0,0,5.8,5.1,4.9,5.6,,4,5,3,EXATAS
280093,Aloísio Wesley de Braga,0,0,0,0,6.0,5.6,6.3,5.3,1.0,12,5,3,EXATAS
461761,Renata Eduarda da Silva,1,1,1,1,0.0,0.0,0.0,,1.0,3,2,6,DIFICULDADE
524495,Felícia da Cunha,0,0,0,0,6.3,6.4,6.6,5.3,1.0,5,3,2,HUMANAS
925407,Luan Vlirne,0,0,0,0,4.3,5.6,5.7,5.2,1.0,2,4,4,EXATAS
676389,Jackson Anusson,0,0,0,0,7.4,7.3,6.8,6.2,0.0,0,5,4,MUITO_BOM
642242,Margarete Daiane dos Santos de Almeida,0,0,0,0,7.0,6.8,8.2,6.6,1.0,2,4,6,MUITO_BOM
414430,Uribe Everton Asem,0,0,0,0,6.7,5.1,6.0,4.6,,1,1,4,EXATAS
458061,Shirley de Cardozo dos Santos,0,0,0,0,6.4,6.6,5.8,5.4,1.0,1,2,3,EXATAS
133323,Lina da Rocha,0,0,0,0,6.7,6.6,6.1,4.4,0.0,0,2,6,EXATAS
172878,Jeferson de Souza,0,0,0,0,5.7,5.8,6.1,4.5,0.0,4,2,3,DIFICULDADE
416896,Miguel Tomáz dos Santos Seskiun da Silva,1,1,1,3,0.0,0.0,0.0,0.0,1.0,4,3,6,DIFICULDADE
175974,Itamar Hildebrando de Pinheiro,0,0,0,0,6.6,7.2,6.5,5.0,0.0,4,0,4,DIFICULDADE
639982,Gilson Augusto Wavaman Franco,0,0,0,0,5.5,4.4,4.5,5.5,1.0,0,2,6,DIFICULDADE
310985,Walderice Birnlavic,0,0,0,0,5.7,5.9,6.3,6.0,0.0,4,2,5,EXATAS
291208,Humberto de Moura Pleo,0,0,0,0,5.1,6.5,4.7,,,2,4,3,DIFICULDADE
559999,Eliane do Amaral Jangada,0,0,0,0,6.4,6.6,7.0,6.7,,16,2,1,HUMANAS
525164,Lisa Eisernvic de Albuquerque,0,0,0,0,7.5,7.5,7.8,,,12,5,3,MUITO_BOM
170480,Joyce Wilma Leolman,3,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
446661,Ciro Eduardo Bulelshiman,0,0,1,1,4.9,5.4,0.0,0.0,0.0,3,4,4,DIFICULDADE
744307,Neila de Noronha Vaonti,0,0,0,0,6.5,5.2,5.5,6.2,1.0,7,3,5,EXATAS
309892,Lina de Queiroz Izol da Silva,0,0,0,0,5.3,4.7,5.2,5.1,1.0,7,0,8,DIFICULDADE
694361,Ezequiel Ney Viaon,0,0,0,0,6.5,6.5,7.0,6.3,1.0,17,6,3,MUITO_BOM
749432,Altino Manoel de Espanha,0,0,0,0,7.1,7.8,7.5,,0.0,4,4,3,MUITO_BOM
948529,Celina Lana Ilyu,0,0,0,0,5.5,5.1,6.2,5.0,,2,2,6,EXATAS
440607,Cecília Dias Gomes Birndornão,0,0,0,0,4.8,5.0,4.8,4.6,0.0,5,3,6,DIFICULDADE
556011,Nayara Flaviana Eylan,0,0,0,0,7.3,7.4,6.6,5.2,1.0,5,3,4,HUMANAS
900937,Gustavo Cleberson da Silva,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
656631,Genir Samila de Souza,0,0,0,0,6.6,5.6,5.0,4.9,0.0,2,2,6,DIFICULDADE
155584,Moacyr Alisson Bezeho,1,1,1,1,0.0,0.0,0.0,0.0,,2,5,3,DIFICULDADE
483202,Leonardo Eric de Santo Antônio Preto,0,0,0,0,5.7,5.5,6.3,5.0,0.0,3,4,4,EXATAS
838387,Maria Góis,0,0,0,0,7.4,7.8,7.9,6.6,0.0,11,5,2,MUITO_BOM
536320,Amélia Ana Nata,0,0,0,0,5.5,4.7,5.8,,1.0,2,3,4,DIFICULDADE
746335,Oliver Penedo,0,0,0,0,7.3,7.2,5.1,,,2,2,5,EXATAS
864395,Maria de Lemos da Silva,1,3,3,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
984749,Alan Uopimu de Angola Klein,0,0,3,1,5.7,5.3,0.0,0.0,,14,5,3,DIFICULDADE
119358,Adriano Michel da Serra de Macedo Guedes,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
552538,Vanda Coutinho Buarque,0,0,0,0,4.5,5.0,4.9,5.0,1.0,5,3,4,DIFICULDADE
622023,Heron Marciano da Silva Júnior,1,3,1,1,0.0,0.0,0.0,0.0,0.0,2,2,5,DIFICULDADE
309913,Jack Pueão,0,0,0,0,6.5,6.8,6.0,6.2,,4,2,1,EXATAS
142961,Leila Zilda de Pereira,0,0,0,0,7.0,6.6,5.0,6.0,0.0,4,3,5,EXATAS
279917,Ali Valverde Mourão,0,0,0,0,5.4,5.2,4.6,,0.0,4,5,3,EXATAS
680393,Maria Nioer,0,0,0,0,7.6,7.9,9.0,,,4,4,3,HUMANAS
648704,Keyla Igreja,0,0,1,1,6.4,6.0,0.0,,,4,3,6,DIFICULDADE
591787,Félix Alex de Espanha Valverde da Silva Júnior,1,1,1,1,0.0,0.0,0.0,,1.0,2,1,7,DIFICULDADE
821229,Verônica Zara Olonvic,0,0,0,0,5.5,5.4,5.2,,1.0,8,4,5,EXATAS
430620,Valeska Karin Upimdre Luiov,1,1,3,1,0.0,0.0,0.0,0.0,0.0,2,5,3,DIFICULDADE
487202,Raiane Nireson,0,0,0,0,6.2,5.7,5.9,5.0,1.0,0,2,6,EXATAS
121750,Barnabé Dias de Lins,0,0,0,0,6.1,6.2,4.8,4.9,0.0,5,5,5,EXATAS
912566,Damião Eduardo de Assunção,0,0,0,0,6.6,6.4,4.9,4.6,0.0,2,3,5,EXATAS
751698,Leo Rafael de Osório Gomes Neto,0,0,0,0,6.0,4.9,5.9,5.8,1.0,4,2,6,EXATAS
458305,Ney Filipe Oiurnman,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
233645,Júlio Cristiano Fontes,1,1,3,1,0.0,0.0,0.0,0.0,0.0,3,5,3,DIFICULDADE
981326,Laerte Moreno,3,1,1,1,0.0,0.0,0.0,0.0,1.0,5,3,2,DIFICULDADE
955874,Eric Rosatto de Assunção Ribeiro,0,0,0,0,5.4,5.1,5.0,,1.0,0,3,4,DIFICULDADE
904792,Wendy Fontes,0,0,0,0,7.3,7.7,7.7,7.0,0.0,2,3,4,HUMANAS
846356,Maíra Rozom,0,0,0,0,6.2,5.2,5.3,5.1,1.0,3,2,6,EXATAS
567465,Omar do Vale,0,0,0,0,6.2,7.2,6.0,6.8,0.0,3,5,3,MUITO_BOM
133215,Hamilton de Sales Gomes,0,0,0,0,5.3,5.4,6.1,5.9,,5,1,7,EXATAS
494514,Henrique Rishino Fortes,0,0,0,0,6.5,7.1,5.7,6.6,0.0,6,5,6,EXATAS
542733,Maria Dyiosiov de Menezes,0,0,0,0,5.8,5.5,6.2,,1.0,4,4,6,DIFICULDADE
941373,Ayrton Mateus Veto,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,3,DIFICULDADE
638194,Danilo de Paula Pizuyo,0,0,0,0,6.0,5.3,5.9,,1.0,4,5,3,DIFICULDADE
911900,Jonathan de Barbosa,0,0,0,0,7.6,7.8,8.6,,1.0,13,5,3,MUITO_BOM
698254,Luzinete de Souza,0,0,0,0,7.7,8.1,9.7,8.5,0.0,15,5,3,EXCELENTE
129109,Karina de Macedo Gomes,0,0,0,0,6.1,5.5,4.7,5.6,1.0,2,0,8,EXATAS
107922,Aécio Hilton Geslern Bahia,0,0,0,0,4.5,4.7,5.2,5.3,1.0,2,5,3,DIFICULDADE
719252,Eustáquio Benjamin da Silva,0,0,0,0,6.2,5.8,5.6,4.7,0.0,5,2,6,EXATAS
555126,Nicolau de Viana,0,0,0,0,5.1,6.3,6.7,5.6,1.0,2,4,5,HUMANAS
292258,Rodrigo de Sá Brasil,0,0,0,0,6.1,5.5,6.8,5.3,0.0,7,2,3,HUMANAS
635687,Fred Heron de Matos,1,3,1,1,0.0,0.0,0.0,,1.0,2,0,8,DIFICULDADE
440364,Jonas de Assis Fragoso,1,1,1,1,0.0,0.0,0.0,,1.0,2,2,6,DIFICULDADE
254712,Diana Eleonora de Madureira da Silva,0,0,0,0,7.0,7.0,5.0,7.0,1.0,2,0,3,EXATAS
103670,Felícia Lígia de Chaves,0,0,0,0,6.7,5.9,4.9,6.0,1.0,4,2,5,EXATAS
701275,Bruno Limurn Terceiro,1,1,1,1,0.0,0.0,0.0,0.0,,2,1,5,DIFICULDADE
171584,Andressa Ettema de Fernandes,0,0,0,0,6.4,6.0,8.4,7.2,0.0,16,4,1,MUITO_BOM
872307,Márcio Walter Jardim,0,0,0,0,6.7,6.4,5.7,5.2,,17,5,1,EXATAS
637553,Eloá Teliaz de Alvim,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0,3,3,DIFICULDADE
544555,Hildebrando Eivoson,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,4,6,DIFICULDADE
227887,Shirley Vligilem,0,0,0,0,5.4,4.7,6.3,4.3,1.0,0,2,3,DIFICULDADE
370017,Maurício Yuzso,0,0,0,0,6.0,6.6,4.7,5.9,0.0,2,2,6,EXATAS
408858,Sérgio Gegevic Júnior,0,0,0,0,7.8,7.5,5.5,,,5,7,3,EXATAS
680166,Joaquim Hamilton de Pereira Dosede,1,1,1,1,0.0,0.0,0.0,0.0,1.0,10,5,1,DIFICULDADE
759763,Samila Kelly Vipenvisun,0,0,0,0,5.5,5.7,5.5,5.0,,5,2,6,EXATAS
156500,Josiane Guma,0,0,0,0,8.0,8.4,6.5,,,14,6,1,EXCELENTE
907696,Aurélio Nizthyssil Neto,0,0,0,0,7.6,7.2,7.4,6.2,0.0,4,5,2,HUMANAS
233892,Alisson Rodrigo Upresa Neto,0,0,0,0,6.6,6.7,5.5,6.3,1.0,4,1,6,MUITO_BOM
337601,Nicolau Adriano de Souza,1,3,1,1,0.0,0.0,0.0,0.0,,4,2,3,DIFICULDADE
741153,Teresa da Silva,0,0,0,0,5.9,6.7,5.4,5.1,1.0,3,1,5,EXATAS
339057,Moisés Uztro Gomi Terceiro,0,0,0,0,7.4,7.0,5.7,,1.0,5,6,2,EXATAS
301322,Lara Kelly Nuwawo de Espanha Preostoz,0,0,0,0,6.4,6.9,6.8,5.3,1.0,6,2,6,HUMANAS
845097,Suzanne Zenaide de Gonçalves,0,0,0,0,6.1,6.4,8.5,5.1,1.0,5,4,5,HUMANAS
621374,Laércio Wally Usteuivic,0,0,0,0,6.7,6.9,8.0,5.8,0.0,15,5,3,HUMANAS
533573,Velma Teles,0,0,0,0,7.0,6.0,5.7,,,2,2,6,EXATAS
906052,Fábio de Vargas,0,0,0,0,6.7,7.3,5.6,6.6,0.0,3,2,3,EXATAS
735133,Felícia de Alencar,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,8,DIFICULDADE
495467,Suely de Vargas,1,1,1,3,0.0,0.0,0.0,0.0,1.0,0,1,6,DIFICULDADE
718052,Mariana Defuguba Ournmyvic,0,0,0,0,7.3,7.5,6.8,6.9,,5,3,2,HUMANAS
489189,Marcela Keyla Arni Bahia,0,0,0,0,6.4,7.4,7.3,,0.0,8,4,3,HUMANAS
609525,Hilton de Paranhos Ricralvle,0,0,0,0,5.2,4.2,5.3,5.6,1.0,2,2,4,EXATAS
674647,Hildebrando de Albuquerque da Silva Yokekosa,0,0,0,0,6.6,6.7,7.0,,0.0,5,4,5,HUMANAS
704241,Valter Aurélio de Angola,0,0,0,0,7.1,6.7,7.1,5.7,1.0,13,3,3,HUMANAS
780785,Marlene Ana de Miranda,0,0,0,0,4.6,5.5,4.6,,,3,2,5,DIFICULDADE
888657,Vitória Wendy de Angola Terceiro,0,0,0,0,6.0,5.3,5.4,4.5,1.0,3,2,3,EXATAS
419072,Reginaldo Osório de Almeida,0,0,0,0,6.4,5.0,5.7,5.2,1.0,2,2,4,EXATAS
115986,Aloísio de Martins,0,0,0,0,5.9,5.8,6.7,5.4,1.0,3,5,4,HUMANAS
109335,Sérgio do Rio de Muniz,0,0,0,0,7.0,7.3,7.4,6.5,1.0,2,2,6,HUMANAS
546464,Miguel Elias de Souza,1,3,3,1,0.0,0.0,0.0,0.0,1.0,2,0,6,DIFICULDADE
789971,Elisete Samarn,0,0,0,0,7.4,7.4,8.1,8.1,,8,5,3,EXCELENTE
869559,Maria Kiriga de Pimentel,0,0,0,0,6.6,6.9,6.6,6.9,1.0,6,6,2,HUMANAS
717607,Cristiano Denis de Mendonça,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,0,3,DIFICULDADE
232570,Aécio Mercado Júnior,0,0,0,0,6.4,5.7,4.9,4.8,0.0,2,5,4,EXATAS
670707,Joelma Matilde de Ferreira da Cunha Freire,0,0,0,0,6.6,5.2,5.0,6.4,1.0,4,3,1,EXATAS
742207,Bella Clara Celkornon,0,0,0,0,6.4,6.3,6.2,,1.0,13,5,2,EXATAS
837417,Lígia dos Santos,0,0,0,0,6.9,5.6,6.1,,,2,1,7,EXATAS
316406,Célia de Malta,0,0,0,0,6.4,5.1,6.9,5.9,1.0,5,5,3,HUMANAS
868526,Carla Amália Lopes de Santana,0,0,0,0,6.9,6.9,6.3,7.3,,5,5,2,EXATAS
110645,Saulo Michel de Brandão da Silva Ucis,0,0,0,0,6.6,7.1,8.1,6.3,,14,5,3,HUMANAS
251290,Elizabete Penedo Ushaman,0,0,0,0,7.4,7.5,6.3,6.3,1.0,6,2,6,EXATAS
342337,Bento da Silva,0,0,0,0,5.4,5.7,5.0,6.3,,2,3,5,EXATAS
630462,Simone Gabrielle da Silva,0,0,0,0,6.8,7.1,7.7,6.3,0.0,13,5,4,HUMANAS
508205,Abigail Regina da Silva Gomes Dutra,0,0,0,0,6.7,6.5,5.4,6.0,1.0,2,0,3,EXATAS
272457,Elano Joaquim de Borges,0,0,0,0,7.0,7.7,8.3,7.1,,8,5,2,EXCELENTE
