MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
906056,13414,0,0,0,0,4.7,4.4,6.4,0.0,0.0,3,5,3,DIFICULDADE
125188,13415,0,0,0,0,7.0,6.0,5.9,0.0,0.0,4,2,5,EXATAS
873252,13416,0,0,0,0,7.2,6.0,6.3,5.2,0.0,13,5,1,EXATAS
155993,13417,0,0,0,0,5.8,5.5,6.8,6.0,0.0,5,1,5,HUMANAS
316228,13418,0,0,0,0,5.9,6.2,6.4,5.8,1.0,2,5,4,EXATAS
116481,13419,0,0,0,0,7.0,8.1,8.5,7.6,0.0,10,7,1,EXCELENTE
365035,13420,3,3,1,1,0.0,0.0,0.0,0.0,0.0,4,5,3,DIFICULDADE
338090,13421,0,0,0,0,7.7,7.5,8.2,0.0,0.0,3,3,4,MUITO_BOM
205109,13422,0,0,0,0,5.6,4.6,5.4,5.2,1.0,0,2,6,EXATAS
493651,13423,0,0,0,0,6.7,5.7,5.6,5.5,1.0,8,2,2,EXATAS
267025,13424,0,0,0,0,6.8,5.8,8.1,6.3,0.0,11,5,4,HUMANAS
181288,13425,0,0,0,0,6.8,6.6,6.0,5.5,0.0,4,5,3,EXATAS
736764,13426,0,0,0,0,6.1,5.9,6.6,5.3,0.0,3,3,6,HUMANAS
711095,13427,0,0,0,0,6.7,5.4,5.9,5.3,1.0,5,4,1,EXATAS
411176,13428,0,0,0,0,5.4,5.8,4.5,5.0,1.0,12,5,1,EXATAS
239033,13429,0,0,0,0,7.2,5.2,6.3,7.1,0.0,2,3,3,EXATAS
823361,13430,0,0,0,0,5.6,6.9,5.8,5.4,1.0,5,2,3,EXATAS
909376,13431,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
356608,13432,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,7,DIFICULDADE
339093,13433,0,0,0,0,6.9,6.9,7.6,6.0,1.0,6,2,6,HUMANAS
761401,13434,0,0,0,0,7.5,7.6,8.5,7.7,0.0,15,6,2,MUITO_BOM
674821,13435,0,0,0,0,5.8,4.8,5.2,4.8,1.0,2,4,2,DIFICULDADE
860941,13436,0,0,0,0,6.5,6.4,6.8,6.8,0.0,6,5,3,HUMANAS
817814,13437,0,0,0,0,7.4,7.0,9.2,6.6,0.0,13,5,3,MUITO_BOM
660207,13438,0,0,0,0,6.1,6.2,7.5,5.9,1.0,8,5,3,HUMANAS
640306,13439,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,3,DIFICULDADE
119665,13440,0,0,0,0,6.8,7.4,4.5,6.0,1.0,14,7,1,EXATAS
923185,13441,0,0,0,0,6.0,5.8,5.3,4.7,0.0,4,2,6,EXATAS
223877,13442,3,3,1,1,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
183445,13443,0,0,0,0,5.9,6.2,5.7,5.0,1.0,2,0,4,EXATAS
496706,13444,0,0,0,0,6.0,5.1,4.6,0.0,0.0,3,3,3,DIFICULDADE
876063,13445,0,0,0,0,5.5,4.8,5.2,0.0,1.0,11,4,4,DIFICULDADE
191668,13446,0,0,0,0,5.8,6.1,5.3,5.7,0.0,7,4,6,EXATAS
264469,13447,0,0,0,0,7.0,7.2,7.0,5.5,0.0,6,2,6,HUMANAS
443487,13448,0,0,0,0,7.7,7.9,6.3,6.3,0.0,6,4,3,EXATAS
828367,13449,0,0,0,0,6.4,5.5,5.1,6.2,1.0,2,1,6,EXATAS
224142,13450,0,0,0,0,5.2,5.5,5.2,0.0,1.0,3,4,4,EXATAS
205661,13451,0,0,0,0,7.3,7.6,7.3,6.3,0.0,0,3,4,HUMANAS
478232,13452,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,0,6,DIFICULDADE
817936,13453,0,0,0,0,6.7,7.0,6.4,0.0,1.0,12,6,3,EXATAS
403760,13454,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,5,DIFICULDADE
879211,13455,0,0,0,0,7.7,8.0,7.9,7.4,0.0,3,5,3,MUITO_BOM
452583,13456,0,0,0,0,5.8,5.8,5.1,0.0,0.0,16,4,3,EXATAS
623196,13457,0,0,0,0,7.2,6.0,5.7,0.0,1.0,4,4,4,EXATAS
432421,13458,0,0,0,0,5.9,4.5,4.9,0.0,0.0,3,3,4,EXATAS
227252,13459,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,3,DIFICULDADE
121577,13460,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,5,3,DIFICULDADE
978631,13461,0,0,0,0,6.4,6.6,5.1,0.0,1.0,3,0,8,EXATAS
801790,13462,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
625917,13463,0,0,0,0,4.9,6.6,4.5,5.1,0.0,4,4,3,EXATAS
861448,13464,0,0,0,0,7.2,6.9,7.2,7.2,0.0,24,6,1,HUMANAS
708206,13465,0,0,0,0,6.3,5.9,5.3,4.4,0.0,5,3,5,DIFICULDADE
736860,13466,0,0,0,0,5.4,6.1,4.8,5.2,1.0,2,7,5,DIFICULDADE
929375,13467,0,0,0,0,7.9,8.0,8.3,0.0,1.0,7,5,3,EXCELENTE
448641,13468,0,0,0,0,4.6,5.3,5.6,4.4,0.0,3,5,3,DIFICULDADE
845512,13469,0,0,0,0,4.7,4.4,5.9,5.8,1.0,2,1,3,DIFICULDADE
391221,13470,0,0,0,0,7.1,7.6,7.0,0.0,0.0,2,0,6,HUMANAS
833350,13471,0,0,0,0,6.8,6.6,7.4,6.7,1.0,5,5,5,HUMANAS
452431,13472,0,0,0,0,5.4,5.0,4.9,4.6,1.0,4,3,5,DIFICULDADE
511123,13473,0,0,0,0,6.1,5.5,6.2,4.9,0.0,5,0,3,EXATAS
733376,13474,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,0,5,DIFICULDADE
809658,13475,0,0,0,0,6.9,6.3,4.6,6.0,0.0,4,3,4,EXATAS
778139,13476,0,0,0,0,6.0,6.0,5.3,6.2,1.0,4,4,4,EXATAS
769219,13477,0,0,0,0,7.0,6.5,5.4,6.0,0.0,10,7,2,EXATAS
532602,13478,0,0,0,0,5.5,5.7,5.8,5.5,0.0,2,3,4,EXATAS
126217,13479,0,0,0,0,7.0,7.1,5.7,7.2,0.0,12,5,2,EXATAS
283388,13480,0,0,0,0,6.8,6.0,6.7,6.0,0.0,4,4,5,HUMANAS
427239,13481,0,0,0,0,5.9,6.8,6.4,0.0,0.0,14,5,2,EXATAS
540069,13482,0,0,0,0,7.1,7.3,6.9,6.2,1.0,12,5,2,HUMANAS
459521,13483,0,0,0,0,6.7,7.0,6.8,6.1,0.0,3,4,2,HUMANAS
522127,13484,0,0,0,0,6.1,6.0,5.2,4.7,0.0,2,7,3,EXATAS
359028,13485,0,0,0,0,5.8,5.3,7.2,4.2,1.0,5,2,4,HUMANAS
389037,13486,0,0,0,0,7.4,7.1,8.2,7.1,0.0,4,4,3,MUITO_BOM
893660,13487,0,0,0,0,6.2,5.3,5.4,5.5,1.0,5,0,5,DIFICULDADE
826107,13488,0,0,0,0,6.1,4.6,4.7,0.0,1.0,2,4,5,EXATAS
208260,13489,0,0,0,0,7.7,5.5,5.9,5.9,0.0,2,4,3,EXATAS
202083,13490,0,0,0,0,6.3,5.5,4.9,0.0,1.0,5,5,4,EXATAS
658019,13491,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,3,5,DIFICULDADE
815547,13492,1,1,3,1,0.0,0.0,0.0,0.0,0.0,1,2,3,DIFICULDADE
406097,13493,0,0,0,0,6.7,6.3,6.1,5.7,1.0,3,3,3,EXATAS
171153,13494,0,0,0,0,6.7,4.0,8.3,5.6,0.0,7,7,3,HUMANAS
412717,13495,0,0,0,0,6.7,6.2,6.9,0.0,1.0,14,6,3,HUMANAS
161721,13496,0,0,0,0,4.6,5.2,5.5,5.5,0.0,1,2,5,DIFICULDADE
397382,13497,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,8,DIFICULDADE
133810,13498,0,0,0,0,5.9,5.4,4.7,6.2,0.0,4,5,3,EXATAS
452912,13499,0,0,0,0,6.2,4.7,6.9,5.6,0.0,4,5,3,HUMANAS
162773,13500,0,0,0,0,5.7,6.2,6.0,4.6,1.0,4,3,6,EXATAS
433098,13501,0,0,0,0,7.0,6.9,5.7,0.0,0.0,4,4,4,MUITO_BOM
641363,13502,0,0,0,0,6.9,5.3,6.1,4.3,1.0,2,2,3,DIFICULDADE
693099,13503,0,0,0,0,6.2,5.1,4.6,4.8,0.0,5,0,4,EXATAS
109816,13504,0,0,0,0,6.5,6.5,4.7,4.9,0.0,7,5,3,EXATAS
299150,13505,0,0,0,0,5.2,5.5,4.5,5.8,0.0,4,3,3,DIFICULDADE
843224,13506,0,0,0,0,7.2,7.3,6.1,6.8,0.0,5,4,3,MUITO_BOM
989966,13507,0,0,0,0,7.5,8.2,9.6,8.2,0.0,11,6,2,MUITO_BOM
385085,13508,0,0,0,0,7.2,6.9,4.9,0.0,1.0,4,5,3,EXATAS
496148,13509,0,0,0,0,7.1,7.4,7.8,7.1,0.0,5,3,2,EXCELENTE
625283,13510,0,0,0,0,7.9,8.6,8.7,7.4,0.0,9,5,3,EXCELENTE
664241,13511,0,0,0,0,6.4,6.2,4.8,6.0,1.0,3,2,6,EXATAS
205413,13512,0,0,0,0,6.9,6.3,6.6,7.2,1.0,4,5,2,HUMANAS
994090,13513,0,0,0,0,7.3,7.6,7.1,6.7,0.0,14,6,2,MUITO_BOM
798655,13514,0,0,0,0,6.4,5.3,5.5,4.9,1.0,4,1,1,DIFICULDADE
104550,13515,0,0,0,0,5.2,5.7,5.8,5.0,1.0,0,0,4,EXATAS
850063,13516,1,3,1,1,0.0,0.0,0.0,0.0,0.0,8,5,3,DIFICULDADE
520960,13517,0,0,0,0,7.9,8.0,8.3,8.5,0.0,16,5,2,EXCELENTE
483089,13518,1,1,1,1,0.0,0.0,0.0,0.0,0.0,10,7,1,DIFICULDADE
437109,13519,0,0,0,0,6.2,7.2,5.0,5.8,1.0,3,2,6,EXATAS
545128,13520,3,3,1,1,0.0,0.0,0.0,0.0,1.0,4,1,6,DIFICULDADE
169727,13521,1,1,3,1,0.0,0.0,0.0,0.0,0.0,9,5,4,DIFICULDADE
546780,13522,0,0,0,0,7.0,7.5,7.4,0.0,0.0,9,3,4,MUITO_BOM
755646,13523,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,3,3,DIFICULDADE
428562,13524,0,0,0,0,7.4,7.1,8.8,7.1,0.0,9,3,3,MUITO_BOM
301060,13525,0,0,0,0,6.3,5.8,5.4,0.0,0.0,2,5,5,EXATAS
932625,13526,0,0,0,0,6.0,5.8,5.7,0.0,1.0,8,0,8,EXATAS
976759,13527,0,0,0,0,6.2,4.8,5.4,5.0,0.0,2,2,7,EXATAS
742037,13528,0,0,0,0,5.5,5.8,5.9,5.0,1.0,2,2,6,EXATAS
305174,13529,0,0,0,0,6.2,5.9,5.0,5.9,1.0,3,4,3,EXATAS
964972,13530,0,0,0,0,5.3,4.4,6.4,6.1,0.0,7,4,1,EXATAS
970522,13531,1,3,1,1,0.0,0.0,0.0,0.0,1.0,0,1,3,DIFICULDADE
721078,13532,0,0,0,0,6.4,6.4,5.9,5.9,0.0,1,4,6,EXATAS
111228,13533,0,0,0,0,6.8,5.4,6.2,5.3,1.0,5,5,3,EXATAS
578310,13534,0,0,0,0,5.0,4.6,5.1,5.5,0.0,2,0,2,EXATAS
113121,13535,0,0,0,0,7.1,7.0,6.0,7.1,0.0,5,4,2,EXATAS
762599,13536,1,3,3,1,0.0,0.0,0.0,0.0,0.0,4,2,3,DIFICULDADE
966382,13537,0,0,0,0,5.2,6.4,4.9,5.0,0.0,3,1,3,DIFICULDADE
889804,13538,0,0,0,0,6.7,6.3,4.9,4.8,0.0,5,3,3,EXATAS
941343,13539,0,0,0,0,5.8,5.7,5.3,4.3,1.0,3,2,6,DIFICULDADE
666790,13540,0,0,0,0,4.1,4.7,5.3,0.0,1.0,3,0,5,DIFICULDADE
554241,13541,0,0,0,0,5.0,5.0,4.6,0.0,1.0,4,5,4,DIFICULDADE
686578,13542,0,0,0,0,5.7,5.4,6.4,4.7,0.0,3,5,3,DIFICULDADE
699299,13543,0,0,0,0,6.5,5.9,5.8,0.0,0.0,2,2,3,EXATAS
637044,13544,0,0,1,3,6.2,4.5,0.0,0.0,1.0,3,2,6,DIFICULDADE
124159,13545,0,0,0,0,5.6,6.3,6.5,5.6,0.0,2,0,4,EXATAS
433419,13546,0,0,0,0,5.7,5.9,6.8,5.6,0.0,13,5,4,HUMANAS
584151,13547,1,3,1,3,0.0,0.0,0.0,0.0,0.0,2,3,5,DIFICULDADE
419253,13548,0,0,0,0,6.6,6.5,5.4,0.0,1.0,4,1,6,EXATAS
616281,13549,0,0,0,0,6.2,5.7,6.6,5.9,1.0,3,4,5,HUMANAS
842835,13550,0,0,0,0,7.3,7.4,6.1,6.6,0.0,5,6,3,EXATAS
222056,13551,0,0,0,0,7.8,7.9,7.3,0.0,0.0,4,0,4,MUITO_BOM
670362,13552,0,0,0,0,5.3,4.8,5.4,4.8,1.0,3,2,6,EXATAS
523189,13553,0,0,0,0,6.3,7.2,6.9,5.2,1.0,14,3,6,HUMANAS
475700,13554,0,0,0,0,6.5,6.4,5.3,6.0,0.0,3,2,3,EXATAS
654989,13555,3,1,1,1,0.0,0.0,0.0,0.0,0.0,17,5,2,DIFICULDADE
237672,13556,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,7,DIFICULDADE
388784,13557,0,0,0,0,5.0,5.4,4.9,0.0,1.0,9,5,4,DIFICULDADE
755743,13558,0,0,0,0,7.4,8.1,8.0,7.1,0.0,13,4,2,MUITO_BOM
491123,13559,1,1,1,1,0.0,0.0,0.0,0.0,1.0,6,0,6,DIFICULDADE
279084,13560,0,0,0,0,6.1,5.7,6.3,4.9,1.0,3,2,6,EXATAS
445267,13561,0,0,0,0,5.3,5.3,4.8,5.2,1.0,3,0,5,DIFICULDADE
573654,13562,0,0,0,0,6.4,6.7,5.0,5.8,0.0,2,1,3,EXATAS
376641,13563,0,0,0,0,7.5,7.5,5.4,7.1,0.0,15,7,1,EXATAS
183315,13564,0,0,0,0,6.8,6.1,5.4,6.0,0.0,6,0,2,EXATAS
480359,13565,0,0,0,0,5.1,4.9,6.4,0.0,1.0,4,3,3,DIFICULDADE
676873,13566,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
286057,13567,0,0,0,0,5.7,6.1,4.8,5.1,1.0,4,5,4,EXATAS
286362,13568,0,0,0,0,7.6,8.1,8.8,8.1,1.0,21,6,2,EXCELENTE
689877,13569,0,0,0,0,7.4,7.9,6.4,0.0,1.0,12,6,3,MUITO_BOM
554434,13570,1,1,1,1,0.0,0.0,0.0,0.0,0.0,9,2,4,DIFICULDADE
402976,13571,0,0,0,0,6.1,5.6,6.0,5.7,1.0,3,4,5,EXATAS
369030,13572,0,0,1,3,5.5,4.7,0.0,0.0,0.0,3,2,6,DIFICULDADE
944432,13573,0,0,0,0,6.6,5.6,5.1,5.4,0.0,5,5,3,EXATAS
854832,13574,0,0,0,0,4.6,4.5,6.0,6.0,0.0,1,2,6,DIFICULDADE
787717,13575,1,1,3,1,0.0,0.0,0.0,0.0,0.0,12,2,6,DIFICULDADE
327023,13576,0,0,0,0,6.2,5.8,6.1,5.1,1.0,1,3,3,EXATAS
235586,13577,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,3,3,DIFICULDADE
621059,13578,0,0,0,0,5.9,4.8,5.6,5.8,0.0,0,1,6,DIFICULDADE
818159,13579,0,0,0,0,6.0,6.0,5.9,5.8,0.0,2,3,4,EXATAS
994731,13580,0,0,0,0,5.6,5.3,6.9,5.1,1.0,2,1,3,DIFICULDADE
130523,13581,0,0,0,0,6.3,5.9,4.5,5.4,0.0,5,3,5,EXATAS
998478,13582,0,0,0,0,6.1,4.5,6.4,4.4,1.0,17,1,7,DIFICULDADE
320867,13583,0,0,0,0,6.3,5.3,5.6,0.0,0.0,3,4,3,DIFICULDADE
262128,13584,0,0,0,0,5.4,5.7,4.6,4.7,0.0,2,2,6,EXATAS
206550,13585,0,0,0,0,5.9,5.8,4.7,5.8,0.0,6,1,6,DIFICULDADE
312369,13586,0,0,0,0,5.2,6.1,7.1,6.7,1.0,3,4,4,HUMANAS
669365,13587,0,0,0,0,7.5,6.2,5.6,6.5,0.0,4,5,3,EXATAS
405429,13588,0,0,0,0,7.2,7.6,8.1,7.2,1.0,2,0,3,HUMANAS
504310,13589,0,0,0,0,5.6,5.9,5.2,4.5,1.0,0,3,4,DIFICULDADE
412426,13590,1,1,1,3,0.0,0.0,0.0,0.0,0.0,8,2,6,DIFICULDADE
339597,13591,0,0,0,0,7.0,7.1,6.6,6.0,0.0,4,0,3,HUMANAS
867539,13592,0,0,0,0,6.2,6.4,4.9,5.5,0.0,2,7,3,EXATAS
597353,13593,0,0,0,0,6.2,5.8,5.3,5.5,1.0,3,4,4,EXATAS
945822,13594,0,0,0,0,6.6,6.8,4.9,5.2,1.0,4,2,5,EXATAS
962467,13595,0,0,0,0,6.7,6.9,6.3,0.0,1.0,6,5,2,EXATAS
396248,13596,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,5,5,DIFICULDADE
529236,13597,0,0,0,0,6.2,5.0,4.7,5.2,1.0,2,3,3,EXATAS
368488,13598,0,0,0,0,6.4,7.8,8.1,6.9,0.0,12,5,2,EXCELENTE
579035,13599,0,0,0,0,6.9,6.7,7.3,5.8,1.0,3,4,5,HUMANAS
245145,13600,0,0,0,0,5.6,6.7,4.7,5.4,1.0,5,2,6,DIFICULDADE
708404,13601,0,0,0,0,6.4,6.1,5.6,0.0,0.0,2,2,6,EXATAS
854551,13602,0,0,0,0,7.1,6.8,8.9,6.6,1.0,16,5,1,HUMANAS
406054,13603,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,4,3,DIFICULDADE
930319,13604,0,0,0,0,7.9,7.9,8.7,7.3,0.0,10,5,3,MUITO_BOM
699296,13605,0,0,0,0,6.4,5.3,4.8,5.2,1.0,4,6,6,EXATAS
846157,13606,0,0,0,0,6.6,7.5,5.4,0.0,0.0,5,3,3,EXATAS
964237,13607,0,0,0,0,7.2,6.5,6.2,0.0,0.0,12,0,2,EXATAS
958169,13608,0,0,0,0,6.8,6.1,7.2,6.3,1.0,2,5,3,HUMANAS
274771,13609,0,0,0,0,6.0,5.3,4.7,4.7,1.0,1,3,4,DIFICULDADE
368470,13610,0,0,0,0,5.7,5.6,5.1,4.4,0.0,3,2,6,DIFICULDADE
430905,13611,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
369914,13612,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,1,7,DIFICULDADE
279147,13613,0,0,0,0,6.1,6.4,4.7,0.0,0.0,5,4,1,EXATAS
623547,13614,0,0,0,0,6.2,5.3,4.7,0.0,0.0,3,5,3,EXATAS
449794,13615,0,0,0,0,6.4,6.1,5.7,5.0,0.0,4,5,6,DIFICULDADE
608351,13616,0,0,0,0,7.1,6.9,5.3,6.1,0.0,1,2,3,EXATAS
257681,13617,0,0,0,0,4.9,4.4,5.2,5.1,0.0,9,2,3,DIFICULDADE
237612,13618,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
227043,13619,0,0,0,0,6.5,6.2,5.3,0.0,0.0,2,2,6,EXATAS
307043,13620,0,0,0,0,5.6,5.0,5.0,0.0,0.0,0,6,3,DIFICULDADE
457802,13621,0,0,0,0,7.2,6.3,6.3,6.4,0.0,14,5,4,EXATAS
510637,13622,0,0,0,0,5.9,4.8,4.7,4.6,0.0,3,5,3,EXATAS
375946,13623,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,4,4,DIFICULDADE
306398,13624,0,0,0,0,6.2,6.2,7.0,6.3,1.0,5,6,2,HUMANAS
584102,13625,0,0,0,0,6.9,6.9,4.9,5.0,1.0,1,2,6,EXATAS
471078,13626,0,0,0,0,6.2,5.9,5.1,5.2,1.0,3,5,3,EXATAS
769575,13627,1,1,1,3,0.0,0.0,0.0,0.0,0.0,3,1,7,DIFICULDADE
838777,13628,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,4,3,DIFICULDADE
703273,13629,1,3,1,1,0.0,0.0,0.0,0.0,0.0,2,0,3,DIFICULDADE
729010,13630,0,0,0,0,5.6,5.6,5.3,5.0,0.0,0,2,4,EXATAS
526006,13631,3,1,1,1,0.0,0.0,0.0,0.0,0.0,2,4,1,DIFICULDADE
179987,13632,0,0,0,0,6.5,6.9,6.8,0.0,1.0,9,5,3,HUMANAS
382371,13633,0,0,3,1,5.3,5.7,0.0,0.0,1.0,1,2,6,DIFICULDADE
500622,13634,0,0,1,1,6.4,5.1,0.0,0.0,1.0,12,5,2,DIFICULDADE
554072,13635,0,0,3,1,6.2,6.4,0.0,0.0,0.0,9,0,5,DIFICULDADE
121378,13636,0,0,0,0,5.3,5.7,5.4,5.3,0.0,1,2,6,DIFICULDADE
699657,13637,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFICULDADE
530332,13638,0,0,0,0,5.9,5.2,6.3,6.2,1.0,5,5,6,DIFICULDADE
504935,13639,0,0,0,0,6.1,5.6,5.2,4.5,1.0,5,5,8,EXATAS
465239,13640,0,0,0,0,6.9,7.2,5.4,0.0,0.0,5,2,4,EXATAS
385698,13641,0,0,0,0,4.8,5.5,6.4,5.0,1.0,2,2,4,DIFICULDADE
717702,13642,0,0,0,0,5.3,5.5,4.5,4.4,0.0,2,5,3,DIFICULDADE
164256,13643,0,0,0,0,7.5,6.8,6.8,7.1,0.0,4,4,3,MUITO_BOM
190937,13644,0,0,0,0,6.6,6.3,4.9,5.4,0.0,3,2,6,EXATAS
974285,13645,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,5,4,DIFICULDADE
591259,13646,0,0,0,0,6.1,5.7,5.0,5.1,1.0,2,0,3,EXATAS
537589,13647,0,0,0,0,6.6,6.7,7.0,6.3,0.0,3,4,3,HUMANAS
874858,13648,0,0,0,0,5.9,4.2,5.4,5.0,1.0,3,1,3,DIFICULDADE
942997,13649,0,0,0,0,6.9,6.5,5.3,6.2,1.0,15,5,3,EXATAS
415105,13650,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,7,DIFICULDADE
388211,13651,0,0,0,0,5.8,5.7,6.6,5.7,0.0,15,4,4,HUMANAS
187747,13652,0,0,0,0,6.6,6.6,4.9,5.6,1.0,5,2,4,EXATAS
983980,13653,0,0,0,0,6.5,6.6,4.7,6.2,0.0,4,2,5,EXATAS
675059,13654,0,0,0,0,5.8,5.8,7.0,0.0,0.0,2,2,5,HUMANAS
497848,13655,0,0,0,0,6.7,5.2,4.8,6.1,1.0,3,3,4,EXATAS
961858,13656,0,0,0,0,6.7,6.1,5.0,5.8,0.0,4,3,5,EXATAS
426270,13657,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,1,7,DIFICULDADE
487453,13658,0,0,0,0,6.9,6.8,5.8,0.0,1.0,16,7,3,EXATAS
349442,13659,0,0,0,0,7.1,7.9,8.0,7.7,1.0,5,0,2,MUITO_BOM
985779,13660,0,0,3,3,4.5,5.1,0.0,0.0,1.0,2,2,5,DIFICULDADE
155971,13661,0,0,0,0,6.7,5.4,6.3,0.0,1.0,5,2,6,EXATAS
991907,13662,0,0,0,0,5.6,5.6,5.6,5.2,1.0,4,3,3,EXATAS
821430,13663,0,0,0,0,6.2,5.4,6.7,4.9,0.0,2,2,6,HUMANAS
235770,13664,0,0,0,0,6.8,5.7,6.5,0.0,1.0,4,0,3,EXATAS
268507,13665,0,0,0,0,5.7,5.4,5.0,5.4,1.0,3,6,3,EXATAS
876557,13666,0,0,0,0,7.5,7.6,7.1,6.2,0.0,5,4,4,HUMANAS
687103,13667,0,0,0,0,6.7,6.5,5.2,5.7,0.0,4,1,6,EXATAS
742074,13668,0,0,0,0,5.8,5.1,5.2,5.3,1.0,3,0,6,EXATAS
609129,13669,0,0,0,0,7.1,7.8,7.4,7.0,0.0,4,2,2,HUMANAS
722541,13670,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,3,5,DIFICULDADE
247866,13671,0,0,0,0,6.3,5.4,5.6,4.4,1.0,3,3,5,DIFICULDADE
959901,13672,0,0,0,0,5.1,6.0,6.0,4.9,1.0,3,3,3,EXATAS
681324,13673,0,0,0,0,8.1,8.2,10.0,8.1,0.0,18,6,1,EXCELENTE
884443,13674,0,0,0,0,5.6,5.3,5.3,5.1,1.0,2,2,6,DIFICULDADE
449914,13675,0,0,0,0,6.0,6.2,6.5,5.2,0.0,4,2,2,EXATAS
248755,13676,3,1,1,1,0.0,0.0,0.0,0.0,0.0,2,5,3,DIFICULDADE
696999,13677,0,0,0,0,6.2,6.1,5.4,5.6,1.0,7,2,6,EXATAS
610279,13678,0,0,0,0,4.3,5.1,4.8,6.2,1.0,12,5,2,DIFICULDADE
948344,13679,0,0,1,1,6.0,4.7,0.0,0.0,1.0,8,5,2,DIFICULDADE
783637,13680,0,0,1,1,5.4,5.3,0.0,0.0,0.0,2,1,6,DIFICULDADE
363000,13681,0,0,0,0,6.5,6.5,6.6,5.9,0.0,2,2,6,HUMANAS
702023,13682,0,0,0,0,6.2,6.3,7.6,5.2,0.0,5,3,5,HUMANAS
103337,13683,0,0,0,0,7.1,7.3,7.8,7.2,1.0,12,6,2,EXCELENTE
309137,13684,0,0,0,0,4.9,5.3,4.9,4.6,0.0,5,2,5,DIFICULDADE
435814,13685,0,0,0,0,7.5,7.3,8.6,6.8,0.0,6,5,2,EXCELENTE
603475,13686,0,0,0,0,4.5,5.7,4.8,5.4,1.0,3,1,6,DIFICULDADE
214282,13687,0,0,1,1,7.6,7.6,0.0,0.0,1.0,6,5,2,EXATAS
238762,13688,1,3,1,1,0.0,0.0,0.0,0.0,1.0,2,3,7,DIFICULDADE
747134,13689,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,1,4,DIFICULDADE
690134,13690,0,0,0,0,7.2,6.8,8.3,6.1,1.0,15,4,2,HUMANAS
823673,13691,0,0,0,0,6.5,6.2,7.4,4.8,1.0,1,4,5,DIFICULDADE
167892,13692,0,0,0,0,5.6,6.3,4.7,4.8,1.0,0,2,5,DIFICULDADE
437962,13693,0,0,0,0,7.2,6.4,5.8,7.3,0.0,4,0,2,MUITO_BOM
366203,13694,0,0,0,0,5.4,7.4,6.0,5.5,1.0,3,2,4,EXATAS
815746,13695,0,0,0,0,5.7,6.0,5.2,5.2,1.0,11,2,6,DIFICULDADE
327805,13696,0,0,0,0,7.1,7.1,6.1,6.1,0.0,4,3,8,EXATAS
469877,13697,3,1,1,1,0.0,0.0,0.0,0.0,1.0,0,2,6,DIFICULDADE
586915,13698,0,0,0,0,7.5,6.9,6.0,6.2,0.0,3,5,3,EXATAS
379338,13699,0,0,0,0,8.3,8.1,9.2,7.4,0.0,25,6,1,MUITO_BOM
112896,13700,0,0,0,0,4.9,6.2,4.9,4.5,1.0,3,3,3,DIFICULDADE
341913,13701,0,0,0,0,5.2,5.7,5.0,4.5,0.0,5,3,5,DIFICULDADE
560517,13702,1,1,3,3,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
122689,13703,0,0,0,0,6.7,6.6,5.7,5.5,0.0,3,2,6,EXATAS
239737,13704,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,4,6,DIFICULDADE
